问题触发时间,地市,区县,TAC(LAC),数据来源,问题归类(二级),类别要素,主指标表征值,处理优先级,是否为FDD站点,是否指纹库智能分析系统运算,是否列为白名单,是否为性能交维站点,资管生命周期状态,劣化次数,告警触发次数,日均流量(GB),业务要素,场景要素,覆盖类型,覆盖场景,中心经度,中心维度,厂家名称,自愈状态
7月,湖州,长兴,26540,北向性能,无线切换质差,质量,92.7,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,119.968,31.065,华为,派单
8月,湖州,长兴,22310,北向性能,无线切换质差,质量,87.83,高,否,否,否,是,现网,5,6,0.01,数据,室外,室外,村庄,119.969,31.023,华为,派单
9月,湖州,长兴,26540,北向性能,无线接通质差,质量,93.11,高,否,是,否,是,现网,4,4,0,数据,室外,室外,村庄,119.952,31.052,华为,派单
10月,湖州,长兴,26540,北向性能,无线切换质差,质量,90.04,高,否,是,否,是,现网,5,14,0.01,数据,室外,室外,村庄,119.92,31.096,华为,派单
9月,湖州,长兴,22318,北向性能,RRC重建比质差,质量,12.19,高,否,否,否,是,现网,4,5,0.01,数据,室外,室外,村庄,119.716,31.082,华为,派单
10月,湖州,长兴,26666,北向性能,无线切换质差,质量,91.38,高,否,是,否,是,现网,5,10,0.01,数据,室外,室外,村庄,119.979,30.954,华为,派单
10月,湖州,长兴,26666,北向性能,无线掉线质差,质量,2.07,高,否,是,否,是,现网,3,8,0,数据,室外,室外,乡镇,119.989,30.958,华为,派单
10月,湖州,长兴,26666,北向性能,VOLTE掉话质差,感知,2.68,高,否,否,否,是,现网,3,2,0,语音,室外,室外,乡镇,119.989,30.958,华为,派单
7月,湖州,长兴,26666,北向性能,RRC重建比质差,质量,17.43,高,否,否,否,是,现网,3,6,0,数据,室外,室外,村庄,119.951,30.94,华为,派单
8月,湖州,长兴,26666,北向性能,RRC重建比质差,质量,14.66,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,村庄,119.951,30.94,华为,派单
10月,湖州,长兴,26666,北向性能,无线切换质差,质量,77.44,高,否,是,否,是,现网,5,9,0.01,数据,室外,室外,村庄,119.997,30.954,华为,派单
10月,湖州,长兴,26666,北向性能,无线切换质差,质量,68.06,高,否,是,否,是,现网,5,9,0.01,数据,室外,室外,村庄,119.997,30.954,华为,派单
8月,湖州,长兴,22315,北向性能,无线切换质差,质量,93.42,中,否,否,否,是,现网,3,1,0,数据,室外,室外,村庄,119.864,30.818,华为,派单
9月,湖州,长兴,22310,北向性能,无线接通质差,质量,95.78,高,否,是,否,是,现网,5,9,0.01,数据,室外,室外,村庄,120.064,30.991,华为,派单
7月,湖州,安吉,22308,北向性能,RRC重建比质差,质量,13.54,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,119.558,30.526,华为,派单
9月,湖州,安吉,26414,北向性能,RRC重建比质差,质量,14.21,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,村庄,119.734,30.651,华为,派单
7月,湖州,安吉,26409,北向性能,无线切换质差,质量,92.55,高,否,否,否,是,现网,3,10,0,数据,室外,室外,低层居民区,119.574,30.649,华为,派单
7月,湖州,吴兴,26541,北向性能,RRC重建比质差,质量,10.66,高,否,否,否,是,现网,3,3,0.01,数据,室分,室内,城区道路,120.26,30.858,华为,派单
8月,湖州,吴兴,26402,北向性能,RRC重建比质差,质量,14.45,高,否,否,否,是,现网,3,3,0.01,数据,室分,室内,低层居民区,120.086,30.877,华为,派单
7月,湖州,吴兴,26402,北向性能,无线接通质差,质量,96.27,高,否,否,否,是,现网,3,24,0.01,数据,室分,室内,高层居民区,120.082,30.887,华为,派单
7月,湖州,吴兴,26402,北向性能,无线掉线质差,质量,2.46,高,否,是,否,是,现网,3,2,0,数据,室分,室内,低层居民区,120.084,30.883,华为,派单
8月,湖州,吴兴,22314,北向性能,无线接通质差,质量,96.92,中,否,否,否,是,现网,3,1,0,数据,室分,室内,城区道路,120.251,30.869,华为,派单
8月,湖州,吴兴,22312,北向性能,无线掉线质差,质量,1.83,高,否,是,否,是,现网,4,4,0.01,数据,室外,室外,城区道路,120.021,30.873,华为,派单
8月,湖州,吴兴,22312,北向性能,VOLTE掉话质差,感知,2.38,高,否,否,否,是,现网,4,4,0.01,语音,室外,室外,城区道路,120.021,30.873,华为,派单
9月,湖州,吴兴,22312,北向性能,无线切换质差,质量,93.11,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,城区道路,120.021,30.873,华为,派单
8月,湖州,吴兴,26415,北向性能,RRC重建比质差,质量,11.16,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,城区道路,120.123,30.854,华为,派单
9月,湖州,吴兴,26541,北向性能,RRC重建比质差,质量,11.26,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,乡镇,120.248,30.854,华为,派单
7月,湖州,吴兴,26415,北向性能,RRC重建比质差,质量,14.62,高,否,否,否,是,现网,5,5,0.01,数据,室分,室内,低层居民区,120.117,30.86,华为,派单
9月,湖州,吴兴,26415,北向性能,RRC重建比质差,质量,13.78,中,否,否,否,是,现网,3,1,0,数据,室分,室内,低层居民区,120.117,30.86,华为,派单
10月,舟山,定海,22432,北向性能,无线切换质差,质量,91.2,高,否,是,否,是,现网,3,6,0.01,数据,室外,室外,国道省道,121.936,30.071,华为,派单
8月,舟山,定海,22432,北向性能,RRC重建比质差,质量,16.44,高,否,否,否,是,现网,4,5,0,数据,室外,室外,村庄,121.845,30.052,华为,派单
9月,舟山,定海,22432,北向性能,RRC重建比质差,质量,11.62,高,否,否,否,是,现网,3,3,0,数据,室外,室外,城区道路,121.875,30.003,华为,派单
9月,舟山,定海,22432,北向性能,RRC重建比质差,质量,13.3,高,否,否,否,是,现网,4,3,0,数据,室外,室外,城区道路,121.875,30.003,华为,派单
7月,舟山,定海,22432,北向性能,无线切换质差,质量,94.09,高,否,否,否,是,现网,3,2,0,数据,室外,室外,国道省道,122.033,30.017,华为,派单
8月,舟山,定海,26786,北向性能,无线接通质差,质量,95.58,高,否,否,否,是,现网,3,4,0,数据,室外,室外,国道省道,122.156,30.05,华为,派单
7月,舟山,定海,26786,北向性能,RRC重建比质差,质量,14.49,高,否,否,否,是,现网,5,7,0.01,数据,室外,室外,国道省道,122.16,30.089,华为,派单
10月,舟山,定海,26786,北向性能,无线接通质差,质量,95.48,高,否,是,否,是,现网,5,7,0.01,数据,室外,室外,国道省道,122.168,30.069,华为,派单
9月,舟山,定海,26786,北向性能,无线接通质差,质量,96.73,高,否,是,否,是,现网,3,2,0,数据,室外,室外,低层居民区,122.172,30.052,华为,派单
10月,舟山,定海,26786,北向性能,RRC重建比质差,质量,15.07,高,否,否,否,是,现网,4,4,0,数据,室外,室外,城区道路,122.132,30.127,华为,派单
7月,舟山,定海,26784,北向性能,无线接通质差,质量,79.79,高,否,否,否,是,现网,5,5,0,数据,海域,室外,近水近海域,122.067,30.014,华为,派单
7月,舟山,定海,26784,北向性能,无线切换质差,质量,92.74,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,乡镇,122.07,30.013,华为,派单
8月,舟山,定海,26786,北向性能,RRC重建比质差,质量,14.23,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,城区道路,122.104,30.028,华为,派单
10月,舟山,普陀,22447,北向性能,无线切换质差,质量,93.06,高,否,是,否,是,现网,3,4,0,数据,室外,室外,风景区,122.41,29.881,华为,派单
8月,舟山,普陀,26788,北向性能,RRC重建比质差,质量,12.75,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,122.104,29.777,华为,派单
9月,舟山,普陀,26788,北向性能,RRC重建比质差,质量,16.01,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,低层居民区,122.19,29.703,华为,派单
7月,舟山,普陀,26788,北向性能,无线切换质差,质量,92.29,高,否,否,否,是,现网,4,3,0,数据,室外,室外,低层居民区,122.292,29.84,华为,派单
8月,舟山,普陀,26788,北向性能,无线切换质差,质量,89.69,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,122.292,29.84,华为,派单
7月,舟山,普陀,26788,北向性能,无线接通质差,质量,95.44,高,否,否,否,是,现网,5,7,0.01,数据,室外,室外,低层居民区,122.292,29.84,华为,派单
7月,舟山,普陀,26788,北向性能,无线接通质差,质量,94.33,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,122.269,29.872,华为,派单
9月,舟山,普陀,22447,北向性能,无线切换质差,质量,91.94,高,否,是,否,是,现网,3,3,0,数据,室外,室外,低层居民区,122.453,29.937,华为,派单
8月,舟山,普陀,22447,北向性能,无线接通质差,质量,95.53,高,否,否,否,是,现网,4,2,0,数据,室外,室外,低层居民区,122.412,29.942,华为,派单
8月,舟山,普陀,22440,北向性能,无线掉线质差,质量,3.02,高,否,是,否,是,现网,3,2,0,数据,室外,室外,低层居民区,122.412,29.943,华为,派单
8月,舟山,普陀,26788,北向性能,RRC重建比质差,质量,9.33,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,122.236,29.759,华为,派单
9月,舟山,岱山,26790,北向性能,RRC重建比质差,质量,14.93,高,否,否,否,是,现网,3,6,0.01,数据,室外,室外,低层居民区,122.286,30.447,华为,派单
7月,舟山,岱山,26789,北向性能,RRC重建比质差,质量,17.75,高,否,否,否,是,现网,5,7,0.01,数据,室外,室外,低层居民区,122.21,30.255,华为,派单
7月,舟山,岱山,26789,北向性能,RRC重建比质差,质量,19.49,高,否,否,否,是,现网,4,3,0.01,数据,室外,室外,低层居民区,122.224,30.237,华为,派单
8月,舟山,岱山,26789,北向性能,RRC重建比质差,质量,13.01,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,122.216,30.238,华为,派单
9月,舟山,岱山,26789,北向性能,RRC重建比质差,质量,14.61,高,否,否,否,是,现网,4,3,0.01,数据,室外,室外,低层居民区,122.176,30.249,华为,派单
10月,舟山,岱山,26789,北向性能,RRC重建比质差,质量,17.23,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,122.183,30.25,华为,派单
7月,舟山,岱山,22439,北向性能,RRC重建比质差,质量,12.55,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,乡镇,122.306,30.255,华为,派单
9月,舟山,岱山,22439,北向性能,RRC重建比质差,质量,13.91,中,否,否,否,是,现网,3,1,0.01,数据,室外,室外,乡镇,122.306,30.255,华为,派单
9月,舟山,嵊泗,22442,北向性能,RRC重建比质差,质量,13,中,否,否,否,是,现网,3,1,0,数据,室外,室外,低层居民区,122.808,30.725,华为,派单
8月,舟山,嵊泗,22442,北向性能,无线切换质差,质量,77.49,高,否,否,否,是,现网,5,17,0,数据,室外,室外,低层居民区,122.694,30.852,华为,派单
8月,舟山,嵊泗,22442,北向性能,无线掉线质差,质量,3.53,高,否,是,否,是,现网,5,16,0,数据,室外,室外,低层居民区,122.694,30.852,华为,派单
10月,舟山,嵊泗,22442,北向性能,无线接通质差,质量,96.27,高,否,是,否,是,现网,3,6,0,数据,室外,室外,低层居民区,122.451,30.724,华为,派单
10月,舟山,嵊泗,22442,北向性能,无线接通质差,质量,96.77,高,否,是,否,是,现网,3,5,0.02,数据,室外,室外,低层居民区,122.442,30.729,华为,派单
8月,舟山,嵊泗,22442,北向性能,RRC重建比质差,质量,15.07,高,否,否,否,是,现网,5,5,0.01,数据,室外,室外,低层居民区,122.514,30.706,华为,派单
10月,舟山,嵊泗,22442,北向性能,RRC重建比质差,质量,11.4,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,122.45,30.737,华为,派单
9月,衢州,龙游,22278,北向性能,无线切换质差,质量,90.7,高,否,是,否,是,现网,5,5,0,数据,室外,室外,村庄,119.31,29.061,诺基亚,派单
8月,衢州,龙游,22278,北向性能,无线切换质差,质量,90.51,高,否,否,否,是,现网,4,10,0,数据,室外,室外,低层居民区,119.297,29.049,诺基亚,派单
8月,衢州,龙游,22278,北向性能,无线切换质差,质量,93.28,高,否,否,否,是,现网,3,10,0,数据,室外,室外,低层居民区,119.297,29.049,诺基亚,派单
7月,衢州,龙游,22278,北向性能,无线切换质差,质量,88.95,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,119.264,29.039,诺基亚,派单
7月,衢州,龙游,22280,北向性能,无线接通质差,质量,95.35,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,119.22,29.018,诺基亚,派单
7月,衢州,龙游,22278,北向性能,无线切换质差,质量,91.51,高,否,否,否,是,现网,3,14,0.01,数据,室外,室外,企事业单位,119.284,29.031,诺基亚,派单
7月,衢州,龙游,22278,北向性能,无线切换质差,质量,86.6,高,否,否,否,是,现网,5,5,0.01,数据,室外,室外,企事业单位,119.284,29.031,诺基亚,派单
7月,衢州,龙游,26375,北向性能,无线切换质差,质量,92.47,高,否,否,否,是,现网,4,6,0,数据,室外,室外,低层居民区,119.295,29.078,诺基亚,派单
8月,衢州,龙游,26375,北向性能,无线切换质差,质量,92.45,中,否,否,否,是,现网,3,1,0,数据,室外,室外,低层居民区,119.295,29.078,诺基亚,派单
7月,衢州,衢江,22283,北向性能,无线切换质差,质量,93.51,高,否,否,否,是,现网,3,4,0.01,数据,室外,室外,低层居民区,118.949,28.92,诺基亚,派单
7月,衢州,龙游,22278,北向性能,无线切换质差,质量,67.38,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,企事业单位,119.288,29.035,诺基亚,派单
7月,衢州,龙游,22278,北向性能,无线切换质差,质量,91.55,高,否,否,否,是,现网,3,3,0,数据,室外,室外,企事业单位,119.288,29.035,诺基亚,派单
7月,衢州,龙游,26383,北向性能,无线切换质差,质量,92.64,高,否,否,否,是,现网,4,4,0.01,数据,室外,室外,低层居民区,119.179,29.012,诺基亚,派单
10月,衢州,龙游,26382,北向性能,无线切换质差,质量,85.79,高,否,是,否,是,现网,6,29,0,数据,室外,室外,低层居民区,119.123,29.009,诺基亚,派单
8月,衢州,衢江,22283,北向性能,无线切换质差,质量,90.2,高,否,否,否,是,现网,3,9,0.01,数据,室外,室外,低层居民区,118.947,28.926,诺基亚,派单
7月,衢州,衢江,22283,北向性能,无线切换质差,质量,92.3,高,否,否,否,是,现网,3,2,0,数据,室外,室外,低层居民区,118.925,28.921,诺基亚,派单
9月,衢州,常山,22273,北向性能,无线切换质差,质量,78.49,高,否,否,否,是,现网,3,3,0.01,数据,室外,室外,低层居民区,118.605,28.938,诺基亚,派单
9月,衢州,常山,22273,北向性能,无线切换质差,质量,90.12,高,否,否,否,是,现网,4,3,0.01,数据,高速,室外,高速公路,118.605,28.938,诺基亚,派单
8月,衢州,常山,22273,北向性能,RRC重建比质差,质量,21.61,高,否,否,否,是,现网,5,6,0.01,数据,室外,室外,低层居民区,118.605,28.938,诺基亚,派单
8月,衢州,常山,22273,北向性能,无线切换质差,质量,91.49,高,否,否,否,是,现网,5,19,0.02,数据,室外,室外,低层居民区,118.605,28.938,诺基亚,派单
9月,衢州,常山,22273,北向性能,RRC重建比质差,质量,17.48,高,否,否,否,是,现网,4,4,0.02,数据,室外,室外,低层居民区,118.605,28.938,诺基亚,派单
7月,衢州,常山,26380,北向性能,VOLTE掉话质差,质量,6.32,高,否,否,否,是,现网,3,15,0,语音,高速,室外,高速公路,118.566,29.064,诺基亚,派单
8月,衢州,常山,26380,北向性能,VOLTE掉话质差,质量,4.57,高,否,否,否,是,现网,3,10,0,语音,高速,室外,高速公路,118.566,29.064,诺基亚,派单
9月,衢州,常山,22273,北向性能,VOLTE掉话质差,感知,2.22,高,否,否,否,是,现网,3,10,0,语音,室外,室外,低层居民区,118.583,28.96,诺基亚,派单
8月,衢州,常山,26380,北向性能,VOLTE掉话质差,质量,8.6,高,否,否,否,是,现网,3,7,0,语音,高速,室外,高速公路,118.586,29.043,诺基亚,派单
7月,衢州,常山,26375,北向性能,RRC重建比质差,质量,11.53,高,否,否,否,是,现网,3,4,0.01,数据,室外,室外,低层居民区,118.418,28.833,诺基亚,派单
8月,衢州,江山,26368,北向性能,无线接通质差,质量,96.31,高,否,否,否,是,现网,5,12,0,数据,室外,室外,村庄,118.405,28.741,诺基亚,派单
9月,衢州,江山,26379,北向性能,无线切换质差,质量,92.38,高,否,是,否,是,现网,3,7,0.01,数据,室外,室外,村庄,118.61,28.683,诺基亚,派单
8月,衢州,江山,26377,北向性能,无线接通质差,质量,96.43,高,否,否,否,是,现网,3,3,0,数据,室外,室外,风景区,118.482,28.299,诺基亚,派单
7月,衢州,江山,26379,北向性能,无线切换质差,质量,86.78,高,否,否,否,是,现网,3,3,0,数据,室外,室外,村庄,118.594,28.656,诺基亚,派单
8月,衢州,开化,26370,北向性能,VOLTE掉话质差,质量,3.06,高,否,否,否,是,现网,4,13,0.01,语音,高速,室外,高速公路,118.31,29.332,诺基亚,派单
8月,衢州,开化,22285,北向性能,RRC重建比质差,质量,17.12,高,否,否,否,是,现网,4,5,0.01,数据,室外,室外,低层居民区,118.368,28.997,诺基亚,派单
8月,衢州,开化,22285,北向性能,无线切换质差,质量,91.99,高,否,否,否,是,现网,3,2,0.01,数据,室外,室外,低层居民区,118.368,28.997,诺基亚,派单
10月,衢州,开化,26370,北向性能,无线切换质差,质量,80.4,高,否,是,否,是,现网,5,10,0,数据,高速,室外,高速公路,118.291,29.37,诺基亚,派单
9月,衢州,开化,26370,北向性能,无线切换质差,质量,69.81,高,否,是,否,是,现网,4,9,0,数据,室外,室外,城区道路,118.41,29.25,诺基亚,派单
8月,宁波,象山,22466,北向性能,无线切换质差,质量,92.07,高,否,否,否,是,现网,4,4,0.01,数据,室分,室内,休闲娱乐场所,121.943,29.21,中兴,派单
9月,宁波,宁海,26587,SEQ,CSFB回落质差,质量,95.48,中,否,否,否,是,现网,3,1,0.01,语音,室分,室内,写字楼,121.437,29.308,中兴,派单
